"Match","Date","League","Opponent","Result"
"2689323632","05 Oct 2016","4875","Vici Gaming","Win"
"2683864078","02 Oct 2016","4918","Evil Geniuses","Loss"
"2683682946","02 Oct 2016","4918","Evil Geniuses","Win"
"2683495393","02 Oct 2016","4918","Evil Geniuses","Loss"
"2683309223","02 Oct 2016","4918","Evil Geniuses","Loss"
"2680673019","01 Oct 2016","4918","Evil Geniuses","Win"
"2680540231","01 Oct 2016","4918","Evil Geniuses","Win"
"2677941169","30 Sep 2016","4918","OG Dota2","Win"
"2677868731","30 Sep 2016","4918","OG Dota2","Win"
"2677795728","30 Sep 2016","4918","OG Dota2","Loss"
"2674314206","28 Sep 2016","4918","MVP Phoenix","Win"
"2674224152","28 Sep 2016","4918","MVP Phoenix","Win"
"2673871205","28 Sep 2016","4918","Team Secret","Win"
"2673815580","28 Sep 2016","4918","Team Secret","Win"
"2673749773","28 Sep 2016","4918","Team Secret","Loss"
"2667838287","25 Sep 2016","4525","iG.Vitality","Loss"
"2667725054","25 Sep 2016","4525","iG.Vitality","Loss"
"2666056666","24 Sep 2016","4920","LGD-GAMING","Win"
"2665852609","24 Sep 2016","4920","LGD-GAMING","Loss"
"2665635982","24 Sep 2016","4875","TongFu|","Win"
"2665530146","24 Sep 2016","4875","TongFu|","Win"
"2663422895","23 Sep 2016","4875","CDEC Gaming","Loss"
"2663278018","23 Sep 2016","4875","CDEC Gaming","Loss"
"2663153838","23 Sep 2016","4920","CDEC Gaming","Loss"
"2663040106","23 Sep 2016","4920","CDEC Gaming","Loss"
"2661097630","22 Sep 2016","4875","EHOME.X","Win"
"2660957713","22 Sep 2016","4875","EHOME.X","Win"
"2656733100","20 Sep 2016","4875","Invictus Gaming","Win"
"2656658532","20 Sep 2016","4875","Invictus Gaming","Win"
"2562425844","11 Aug 2016","4664","Team Liquid","Loss"
"2562388622","10 Aug 2016","4664","Team Liquid","Loss"
"2562303634","10 Aug 2016","4664","Team Liquid","Win"
"2560226228","09 Aug 2016","4664","Evil Geniuses","Loss"
"2560158271","09 Aug 2016","4664","Evil Geniuses","Loss"
"2551582637","06 Aug 2016","4664","MVP Phoenix","Loss"
"2551529539","06 Aug 2016","4664","MVP Phoenix","Win"
"2551419679","06 Aug 2016","4664","Team Secret","Win"
"2551353251","05 Aug 2016","4664","Team Secret","Win"
"2549650330","05 Aug 2016","4664","EHOME","Loss"
"2549567377","05 Aug 2016","4664","EHOME","Loss"
"2549479137","05 Aug 2016","4664","Digital Chaos","Loss"
"2549420309","05 Aug 2016","4664","Digital Chaos","Loss"
"2549351943","05 Aug 2016","4664","Fnatic","Win"
"2549304968","05 Aug 2016","4664","Fnatic","Win"
"2547614737","04 Aug 2016","4664","Vici_Gaming Reborn","Win"
"2547532940","04 Aug 2016","4664","Vici_Gaming Reborn","Win"
"2547459841","04 Aug 2016","4664","Team Liquid","Win"
"2547411769","04 Aug 2016","4664","Team Liquid","Loss"
"2503428644","14 Jul 2016","4693","Team Braveheart","Win"
"2503365698","14 Jul 2016","4693","Team Braveheart","Win"
"2503213342","14 Jul 2016","4693","Vici Gaming","Win"
"2503091835","14 Jul 2016","4693","Vici Gaming","Loss"
"2502908087","14 Jul 2016","4525","CDEC.Youth","Win"
"2502830849","14 Jul 2016","4525","CDEC.Youth","Win"
"2501563722","13 Jul 2016","4693","We.are.young","Win"
"2501442165","13 Jul 2016","4693","We.are.young","Win"
"2501294293","13 Jul 2016","4693","TongFu|","Win"
"2501237169","13 Jul 2016","4693","TongFu|","Win"
"2500881491","13 Jul 2016","4693","iG.Vitality","Win"
"2500816344","13 Jul 2016","4693","iG.Vitality","Win"
"2499228298","12 Jul 2016","4693","CDEC Gaming","Win"
"2499168365","12 Jul 2016","4693","CDEC Gaming","Win"
"2498763401","12 Jul 2016","4693","Unknown Radiant Team","Win"
"2498708290","12 Jul 2016","4693","Unknown Dire Team","Win"
"2494920249","10 Jul 2016","4660","the wings gaming","Win"
"2494743001","10 Jul 2016","4660","the wings gaming","Win"
"2494588246","10 Jul 2016","4660","the wings gaming","Loss"
"2494438298","10 Jul 2016","4660","the wings gaming","Loss"
"2494287314","10 Jul 2016","4660","the wings gaming","Win"
"2494116647","10 Jul 2016","4660","LGD-GAMING","Win"
"2494010365","10 Jul 2016","4660","LGD-GAMING","Win"
"2490113541","08 Jul 2016","4660","the wings gaming","Loss"
"2489929269","08 Jul 2016","4660","the wings gaming","Win"
"2489840815","08 Jul 2016","4660","the wings gaming","Loss"
"2487807177","07 Jul 2016","4660","LGD-GAMING","Win"
"2487704143","07 Jul 2016","4660","LGD-GAMING","Win"
"2487279084","07 Jul 2016","4660","Vici_Gaming Reborn","Win"
"2487190331","07 Jul 2016","4660","Vici_Gaming Reborn","Loss"
"2487117716","07 Jul 2016","4660","Vici_Gaming Reborn","Win"
"2478862924","03 Jul 2016","4598","Invictus Gaming","Loss"
"2478656233","03 Jul 2016","4598","Invictus Gaming","Loss"
"2475704203","02 Jul 2016","4598","Newbee.Young","Win"
"2475623174","02 Jul 2016","4598","Newbee.Young","Win"
"2471596465","30 Jun 2016","4525","Vici_Gaming Reborn","Win"
"2471515754","30 Jun 2016","4525","Vici_Gaming Reborn","Loss"
"2454216255","22 Jun 2016","4598","Vici Gaming","Win"
"2454125403","22 Jun 2016","4598","Vici Gaming","Win"
"2449626045","20 Jun 2016","4525","Vici Gaming","Win"
"2449505661","20 Jun 2016","4525","Vici Gaming","Loss"
"2449176594","20 Jun 2016","4525","Unknown Dire Team","Win"
"2449099273","20 Jun 2016","4525","Unknown Radiant Team","Loss"
"2447530129","19 Jun 2016","4646","CDEC.Youth","Loss"
"2447397655","19 Jun 2016","4646","CDEC.Youth","Loss"
"2446884480","19 Jun 2016","4693","Unknown Radiant Team","Win"
"2446794937","19 Jun 2016","4693","Unknown Radiant Team","Win"
"2444713784","18 Jun 2016","4693","Unknown Dire Team","Win"
"2444519922","18 Jun 2016","4693","Unknown Dire Team","Win"
"2442433381","17 Jun 2016","4693","Newbee.Young","Loss"
"2442339414","17 Jun 2016","4693","Newbee.Young","Loss"
"2442194191","17 Jun 2016","4693","EHOME","Win"
"2442073165","17 Jun 2016","4693","EHOME","Loss"
"2440169486","16 Jun 2016","4693","CDEC.Avengers","Loss"
"2440072760","16 Jun 2016","4693","CDEC.Avengers","Loss"
"2430271395","12 Jun 2016","4479","Team Liquid","Loss"
"2430186583","12 Jun 2016","4479","Team Liquid","Loss"
"2430120102","12 Jun 2016","4479","Team Liquid","Win"
"2428159350","11 Jun 2016","4479","OG Dota2","Loss"
"2428046296","11 Jun 2016","4479","OG Dota2","Loss"
"2427950507","11 Jun 2016","4479","OG Dota2","Win"
"2423773495","09 Jun 2016","4479","Fnatic","Win"
"2423662664","09 Jun 2016","4479","Fnatic","Win"
"2420649625","08 Jun 2016","4479","Digital Chaos","Win"
"2420586461","08 Jun 2016","4479","Digital Chaos","Loss"
"2420526669","08 Jun 2016","4479","Digital Chaos","Win"
"2408813096","03 Jun 2016","4479","OG Dota2","Win"
"2408737158","03 Jun 2016","4479","OG Dota2","Win"
"2408659554","03 Jun 2016","4479","compLexity Gaming","Win"
"2408612651","03 Jun 2016","4479","compLexity Gaming","Win"
"2398011497","29 May 2016","4693","the wings gaming","Win"
"2397931660","29 May 2016","4693","the wings gaming","Win"
"2390345839","26 May 2016","4693","ThundeRobot Gaming","Win"
"2390294911","26 May 2016","4693","ThundeRobot Gaming","Win"
"2388264754","25 May 2016","4646","Unknown Dire Team","Win"
"2388134437","25 May 2016","4646","Unknown Radiant Team","Win"
"2387680209","25 May 2016","4442","the wings gaming","Loss"
"2387598938","25 May 2016","4442","the wings gaming","Loss"
"2387450856","25 May 2016","4693","Vici_Gaming Reborn","Loss"
"2387375650","25 May 2016","4693","Vici_Gaming Reborn","Win"
"2385800287","24 May 2016","4442","Invictus Gaming","Win"
"2385687531","24 May 2016","4442","Invictus Gaming","Win"
"2383979763","23 May 2016","4442","the wings gaming","Loss"
"2383834015","23 May 2016","4442","the wings gaming","Loss"
"2380869562","22 May 2016","4646","Unknown Dire Team","Win"
"2380747737","22 May 2016","4646","Unknown Radiant Team","Win"
"2365934194","15 May 2016","4461","Team Liquid","Loss"
"2365829219","15 May 2016","4461","Team Liquid","Loss"
"2365714841","15 May 2016","4461","Team Liquid","Win"
"2365584366","15 May 2016","4461","Team Liquid","Win"
"2365455182","15 May 2016","4461","Team Liquid","Loss"
"2365122870","15 May 2016","4461","OG Dota2","Win"
"2364934706","15 May 2016","4461","OG Dota2","Win"
"2364761262","15 May 2016","4461","OG Dota2","Loss"
"2362315882","14 May 2016","4461","compLexity Gaming","Win"
"2362110197","14 May 2016","4461","compLexity Gaming","Win"
"2360795429","13 May 2016","4461","Alliance","Win"
"2360692445","13 May 2016","4461","Alliance","Loss"
"2360573746","13 May 2016","4461","Alliance","Win"
"2358060936","12 May 2016","4461","OG Dota2","Loss"
"2357832186","12 May 2016","4461","OG Dota2","Win"
"2357638993","12 May 2016","4461","OG Dota2","Loss"
"2354005458","10 May 2016","4461","Evil Geniuses","Win"
"2353901277","10 May 2016","4461","Evil Geniuses","Win"
"2353167913","10 May 2016","4461","Team Secret","Win"
"2353049287","10 May 2016","4461","Team Secret","Win"
"2351243324","09 May 2016","4461","Escape Gaming","Win"
"2351105196","09 May 2016","4461","Escape Gaming","Win"
"2350829159","09 May 2016","4461","compLexity Gaming","Win"
"2350740718","09 May 2016","4461","compLexity Gaming","Win"
"2343759316","06 May 2016","4479","EHOME","Win"
"2343659407","06 May 2016","4479","EHOME","Win"
"2343557932","06 May 2016","4479","EHOME","Win"
